FID_,NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,TMPID,UPLOAD_ID,POINT_X,POINT_Y
,4080001600,101,화순리,0, ,korea,5, ,408,OEXT4080001600, ,137998.175500000010000,73234.892200000002000
,4080001500,101,화순리,0, ,korea,5, ,408,OEXT4080001500, ,137961.357400000010000,73232.527100000007000
,4060001100,101,중앙로타리,0, ,korea,5, ,406,OEXT4060001100, ,159095.997000000000000,73417.557199999996000
,4080001300,101,덕수삼거리,0, ,korea,5, ,408,OEXT4080001300, ,136630.059100000010000,73197.664099999995000
,4060000900,101,선반내,0, ,korea,5, ,406,OEXT4060000900, ,158394.436599999990000,73293.162500000006000
,4080000800,101,일과2리,0, ,korea,5, ,408,OEXT4080000800, ,127811.252400000000000,72631.168099999995000
,4050013300,101,거로사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,158761.804700000010000,101607.772100000000000
,4050013900,101,국립제주박물관,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157963.896899999990000,102080.344200000010000
,4050000600,101,교래입구삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,164349.430300000010000,91797.675099999993000
,4050001400,101,명도암입구삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,166471.069400000010000,92704.592000000004000
,4050001300,105,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,166399.291499999990000,92547.932000000001000
,4050001200,105,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,166288.811300000000000,92483.462700000004000
,4050001600,105,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,166648.405600000000000,92775.955300000001000
,4050006500,101,중앙여고사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157287.871699999990000,99427.308000000005000
,4050011200,101,세무서앞삼거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156524.346100000000000,100393.878800000010000
,4050007100,101,중앙여고입구,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157157.214299999990000,99597.395799999998000
,4050003400,103,염광아파트,0,제주ITS참조,jj1-jeju,5,49110,405, , ,157920.270300000000000,97396.896999999997000
,4050004200,101,아라초등학교앞,0,제주ITS참조,jj1-jeju,5,49110,405, , ,157601.822099999990000,98357.571400000001000
,4050005800,101,제주여중고입구사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157481.044900000010000,99188.677400000000000
,4050012500,101,광양사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156243.575900000000000,100884.743300000000000
,4050011400,101,구간전사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156430.361200000010000,100550.515600000000000
,4050010300,101,세무서사거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,156663.175599999990000,100220.927300000000000
,4050008000,101,소방서앞사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156917.710300000010000,99898.131800000003000
,4050013700,101,남문사거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155726.160600000000000,101856.206300000010000
,4050012900,101,KAL사거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155979.260600000010000,101338.585300000010000
,4050014300,101,중앙사거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155838.357400000010000,102262.828100000000000
,4050002400,101,관음사길,0,제주ITS참조,jj1-jeju,5,49110,405, , ,158844.470399999990000,94853.354699999996000
,4050014000,101,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155806.360500000010000,102061.285300000000000
,4050013500,101,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155805.131700000000000,101672.175300000000000
,4050013100,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,155915.352400000000000,101449.950500000010000
,4050011600,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156319.498900000010000,100748.899999999990000
,4050011300,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156473.799000000000000,100484.160900000000000
,4050010700,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156614.050300000000000,100274.006899999990000
,4050004000,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157645.603000000000000,98223.600099999996000
,4050004100,101,부영아파트,1,제주ITS참조,jj1-jeju,5,49110,405, , ,151975.583199999990000,98196.209499999997000
,4050004400,101,제주일고,0,제주ITS참조,jj1-jeju,5,49110,405, , ,151882.765900000000000,98490.668900000004000
,4050000500,101,어승생삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,151759.654899999990000,91367.549100000004000
,4050005000,101,제주우편집중국,1,제주ITS참조,jj1-jeju,5,49110,405, , ,151782.451200000010000,98837.312200000000000
,4050002500,101,축산마을삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,152450.576500000000000,94902.011400000003000
,4050000200,101,어리목입구,0,제주ITS참조,jj1-jeju,5,49110,405, , ,152129.001900000000000,88643.198900000003000
,4050001100,101,노루생이삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,152840.119199999990000,92242.818899999998000
,4050000100,105,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,152340.386700000000000,88532.446800000005000
,4050004600,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,151810.874600000010000,98740.626799999998000
,4050010500,101,외도초교앞삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,147382.079900000010000,100144.886499999990000
,4050011100,101,이호해수욕장입,0,제주ITS참조,jj1-jeju,5,49110,405, , ,149294.792900000000000,100318.734600000000000
,4050007300,101,신제주로타리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,153217.887599999990000,99680.919200000004000
,4050006200,101,연동사거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,153201.063200000000000,99232.367299999998000
,4050009400,101,오일장입구,0,제주ITS참조,jj1-jeju,5,49110,405, , ,151412.890799999990000,100116.761600000000000
,4050009000,101,서중입구,0,제주ITS참조,jj1-jeju,5,49110,405, , ,151605.887599999990000,100110.502200000000000
,4050010400,101,도두동입구,0,제주ITS참조,jj1-jeju,5,49110,405, , ,150608.860400000010000,100163.821300000000000
,4050009500,101,신광사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,152809.334899999990000,100131.403900000000000
,4050008700,101,마리나사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,153234.834299999990000,100110.600900000000000
,4050010100,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,151334.476000000000000,100120.910600000000000
,4050003100,101,난지농업연구소삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,155216.494299999990000,97123.463499999998000
,4050005200,101,신제주초교입구오거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,153192.161800000000000,98997.736999999994000
,4050006800,101,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,153209.545900000000000,99454.369099999996000
,4050008800,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,153164.428699999990000,100114.152100000010000
,4050008900,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,153047.617600000000000,100120.095800000000000
,4050009100,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,152931.616899999990000,100126.612400000000000
,4050009800,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,152565.571800000010000,100131.379100000010000
,4050009900,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,152437.072400000000000,100130.330600000000000
,4050009700,101,-,1,제주ITS참조,jj1-jeju,5,49110,405, , ,152232.306300000000000,100127.394300000000000
,4050007900,105,-,0,제주ITS참조,jj1-jeju,5,49110,405, , ,146181.511700000000000,99760.030700000003000
,4050014900,101,진동1로,1,제주ITS참조,jj1-jeju,5,49110,405, , ,159946.079900000010000,102893.595200000000000
,4050013800,101,영락교회,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157552.354800000000000,101876.985200000000000
,4050013400,101,인제사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,157289.828899999990000,101618.050800000000000
,4050012800,101,문예회관사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156927.223900000010000,101250.808600000000000
,4050012700,101,삼성의원사거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,156467.542200000000000,101001.821900000000000
,4050014600,101,화북초교삼거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,159397.832700000000000,102802.493300000000000
,4050014500,101,오현고앞삼거리,0,제주ITS참조,jj1-jeju,5,49110,405, , ,158933.058200000000000,102511.221999999990000
,4050014800,101,화북남문입구삼거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,159646.363900000000000,102867.521500000000000
,4050015200,101,삼양검문소삼거리,1,제주ITS참조,jj1-jeju,5,49110,405, , ,162636.754099999990000,103064.699900000010000
