FID_,LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
,4080154200,4080086400,4080006200,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP523, ,196.642505507000010
,4080154300,4080084800,4080006200,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP531, ,82.839711103699997
,4080154400,4080006200,4080084800,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0611_S, , ,TEMP531,82.839684464900003
,4080154500,4080006900,4080086900,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0611_S, , ,TEMP521,162.655403471999990
,4080154600,4080086900,4080006900,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP521, ,162.655088232999990
,4080157300,4080086400,4080006900,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,0621Y_F, ,TEMP523, ,106.627333742999990
,4080157400,4080006900,4080086400,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0611_S, , ,TEMP523,106.627283314000000
,4080157500,4080088900,4080089000,0,2.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP487,TEMP486,141.202592622000000
,4080157600,4080089000,4080088900,0,2.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP486,TEMP487,141.202470002000010
,4080157700,4080088800,4080088900,0,2.000000000000000,107,-,0,000,80.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP488,TEMP487,33.929823028599998
,4080157800,4080088900,4080088800,0,2.000000000000000,107,-,0,000,80.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP487,TEMP488,33.929945648599997
,4080157900,4080088600,4080088800,0,2.000000000000000,107,-,0,000,80.000000000000000,0,43200.000000000000000,0.000000000000000,제2태흥교, ,5,49000,408,003,-,NTIC_0609, ,TEMP489,TEMP488,95.257799544899996
,4080158000,4080088800,4080088600,0,2.000000000000000,107,-,0,000,80.000000000000000,0,43200.000000000000000,0.000000000000000,제2태흥교, ,5,49000,408,003,-,NTIC_0609, ,TEMP488,TEMP489,95.257580386499995
,4080158100,4080087700,4080087800,0,2.000000000000000,107,-,0,000,80.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP501,TEMP499,109.808465095000000
,4080158200,4080087800,4080087700,0,2.000000000000000,107,-,0,000,80.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP499,TEMP501,109.808368278000000
,4080158300,4080006901,4080087700,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0611_S, , ,TEMP501,261.434668002000020
,4080158400,4080087700,4080006901,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,408,000,-,NTIC_0609, ,TEMP501, ,261.434474366000020
,4080158500,4080094500,4080094300,0,1.000000000000000,107,-,0,000,30.000000000000000,0,43200.000000000000000,0.000000000000000,제3의귀교, ,5,49000,408,003,-,NTIC_0609, ,TEMP669,TEMP668,53.792483533400002
,4080158600,4080094300,4080094500,0,1.000000000000000,107,-,0,000,30.000000000000000,0,43200.000000000000000,0.000000000000000,제3의귀교, ,5,49000,408,003,-,NTIC_0609, ,TEMP668,TEMP669,53.792573209899999
,4080189100,4080101700,4080101600,0,1.000000000000000,107,-,0,000,50.000000000000000,0,32000.000000000000000,0.000000000000000,제3송천교, ,5,49000,408,003,-,NTIC_0609, ,TEMP438,TEMP437,54.793793931899998
,4080189200,4080101600,4080101700,0,1.000000000000000,107,-,0,000,50.000000000000000,0,32000.000000000000000,0.000000000000000,제3송천교, ,5,49000,408,003,-,NTIC_0609, ,TEMP437,TEMP438,54.793871219400003
,4080189300,4080014601,4080014900,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000,신규도로, ,5,49000,408,000,-, , , , ,125.952611773000000
,4080189400,4080014900,4080014601,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000,신규도로, ,5,49000,408,000,-, , , , ,125.952750446000000
,4080189500,4080100300,4080100400,0,1.000000000000000,107,-,0,000,30.000000000000000,0,43200.000000000000000,0.000000000000000,갈마교, ,5,49000,408,003,-,NTIC_0609, ,TEMP471,TEMP470,51.582027175000000
,4080189600,4080100400,4080100300,0,1.000000000000000,107,-,0,000,30.000000000000000,0,43200.000000000000000,0.000000000000000,갈마교, ,5,49000,408,003,-,NTIC_0609, ,TEMP470,TEMP471,51.581932740500001
,4070066700,4070036000,4070036200,0,1.000000000000000,107,-,0,000,60.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP14,TEMP368,39.664067664599997
,4070066800,4070008007,4070038900,0,1.000000000000000,107,-,0,000,60.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0611_S, , ,TEMP369,240.771314480999990
,4070066900,4070038900,4070008007,0,1.000000000000000,107,-,0,000,60.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP369, ,240.771201437999990
,4070067000,4070056500,4070056400,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP828,TEMP830,107.121996294000000
,4070067100,4070056400,4070056500,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP830,TEMP828,107.122050792000000
,4070067200,4070056700,4070056300,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP826,TEMP758,353.502572902999990
,4070067300,4070056300,4070056700,0,1.000000000000000,107,-,0,000,30.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP758,TEMP826,353.502532563999980
,4070067400,4070057300,4070018901,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP813, ,474.806911262000030
,4070067500,4070018901,4070057300,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0611_S, , ,TEMP813,474.807328542999980
,4070067600,4070057800,4070057900,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP814,TEMP819,89.798925293600007
,4070067700,4070057900,4070057800,0,1.000000000000000,107,-,0,000,50.000000000000000,0,0.000000000000000,0.000000000000000, , ,5,49000,407,000,-,NTIC_0609, ,TEMP819,TEMP814,89.798877645900006
