"","FID_","LINK_ID","F_NODE","T_NODE","ROAD_USE","LANES","ROAD_RANK","ROAD_NAME","MULTI_LINK","CONNECT","MAX_SPD","REST_VEH","REST_W","REST_H","REMARK","USER_ID","WORKSTATE","DEPT_CODE","STNL_REG","ROAD_TYPE","ROAD_NO","TMPID","UPLOAD_ID","SOSFNODEID","SOSTNODEID","SHAPE_STLe"
"114",NA,4080180900,4080105000,4080104900,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP405","TEMP404",42.9190405649
"115",NA,4080181000,4080102300,4080102400,0,1,107,"-",0,0,50,0,43200,0,"가시교","",5,49000,408,3,"-","NTIC_0609","","TEMP362","TEMP361",20.8271782237
"116",NA,4080181100,4080102400,4080102300,0,1,107,"-",0,0,50,0,43200,0,"가시교","",5,49000,408,3,"-","NTIC_0609","","TEMP361","TEMP362",20.827265924
"117",NA,4080181200,4080104200,4080018400,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP417","",232.156060217
"118",NA,4080181300,4080018400,4080104200,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP417",232.156201466
"119",NA,4080181400,4080108700,4080108600,0,1,107,"-",0,0,60,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP163","TEMP164",68.0121706076
"120",NA,4080181500,4080108600,4080108700,0,1,107,"-",0,0,60,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP164","TEMP163",68.0121706076
"121",NA,4070069400,4070054800,4070055100,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP620","TEMP619",83.2495710643
"122",NA,4070084000,4070055100,4070054800,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP619","TEMP620",83.2496310229
"123",NA,4070084100,4070017600,4070053300,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,407,0,"-","NTIC_0611_S","","","TEMP226",136.873616239
"124",NA,4070084200,4070053300,4070017600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP226","",144.761339903
"125",NA,4080189700,4080098100,4080098800,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP461","TEMP462",188.972889139
"126",NA,4080189800,4080098800,4080098100,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP462","TEMP461",188.972748022
"127",NA,4080189900,4080097600,4080098100,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP460","TEMP461",234.427919451
"128",NA,4080190000,4080098100,4080097600,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP461","TEMP460",234.428134808
"129",NA,4080190100,4080097400,4080097600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP459","TEMP460",163.069442569
"130",NA,4080190200,4080097600,4080097400,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP460","TEMP459",163.069375428
"131",NA,4080190300,4080097100,4080097400,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP458","TEMP459",269.72496248
"132",NA,4080190400,4080097400,4080097100,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP459","TEMP458",269.725170868
"133",NA,4080190500,4080099700,4080099600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP331","TEMP330",88.8524145394
"134",NA,4080190600,4080099600,4080099700,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP330","TEMP331",88.8524648133
"135",NA,4080190700,4080103200,4080103100,0,1,107,"-",0,0,50,0,32400,0,"천미교","",5,49000,408,3,"-","NTIC_0609","","TEMP304","TEMP305",62.2843673191
"136",NA,4080190800,4080103100,4080103200,0,1,107,"-",0,0,50,0,32400,0,"천미교","",5,49000,408,3,"-","NTIC_0609","","TEMP305","TEMP304",62.2843049786
"137",NA,4080190900,4080022502,4080110600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP196",61.4446459035
"138",NA,4080191000,4080110600,4080022502,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP196","",61.4445476963
"139",NA,4080191100,4080110600,4080110700,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP196","TEMP191",141.645589198
"140",NA,4080181600,4080110700,4080110600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP191","TEMP196",141.645392784
"141",NA,4080181700,4080110300,4080110500,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP199","TEMP198",157.926378449
"142",NA,4080181800,4080110500,4080110300,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP198","TEMP199",157.926164232
"143",NA,4080181900,4080110300,4080110600,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP199","TEMP196",105.275467699
"144",NA,4080182000,4080110600,4080110300,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP196","TEMP199",105.275368276
"145",NA,4080182100,4080110100,4080110300,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP200","TEMP199",99.5845959086
"146",NA,4080185900,4080110300,4080110100,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP199","TEMP200",99.5846952509
"147",NA,4080186000,4080110200,4080110100,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP197","TEMP200",172.492764286
"148",NA,4080186100,4080110100,4080110200,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP200","TEMP197",172.492961488
"149",NA,4080186200,4080110100,4080022501,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP200","",61.5752503041
"150",NA,4080186300,4080022501,4080110100,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP200",61.5752669745
"151",NA,4080186400,4080022501,4080110000,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP182",81.9804452307
"152",NA,4080186500,4080110000,4080022501,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP182","",81.9807436459
