"","FID_","LINK_ID","F_NODE","T_NODE","ROAD_USE","LANES","ROAD_RANK","ROAD_NAME","MULTI_LINK","CONNECT","MAX_SPD","REST_VEH","REST_W","REST_H","REMARK","USER_ID","WORKSTATE","DEPT_CODE","STNL_REG","ROAD_TYPE","ROAD_NO","TMPID","UPLOAD_ID","SOSFNODEID","SOSTNODEID","SHAPE_STLe"
"86",NA,2.01585606549798e-314,2.01584045302357e-314,2.015840403617e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP87","TEMP89",34.7953198675
"87",NA,2.01585611490454e-314,2.01584035421044e-314,2.015840403617e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","0621Y_T","","TEMP88","TEMP87",59.78201169
"88",NA,2.01585616431111e-314,2.015840403617e-314,2.01584035421044e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","0621Y_F","","TEMP87","TEMP88",60.4135607877
"89",NA,2.01585621371767e-314,2.01584030480387e-314,2.01584035421044e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP90","TEMP88",17.2237955934
"90",NA,2.01585626312423e-314,2.01584035421044e-314,2.01584030480387e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP88","TEMP90",17.2238839905
"91",NA,2.0158563125308e-314,2.01584020599075e-314,2.01584030480387e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP91","TEMP90",66.227421819
"92",NA,2.01585636193736e-314,2.01584030480387e-314,2.01584020599075e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP90","TEMP91",66.2273801764
"93",NA,2.01585641134393e-314,2.0158405518367e-314,2.01579796387209e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP86","",300.762380233
"94",NA,2.01585646075049e-314,2.01579796387209e-314,2.0158405518367e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP86",300.762080248
"95",NA,2.01585651015706e-314,2.01579796337803e-314,2.01583995895792e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP406",53.0103660892
"96",NA,2.01585655956362e-314,2.01583995895792e-314,2.01579796337803e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP406","",53.0103660883
"97",NA,2.01585660897019e-314,2.0158397119251e-314,2.01583990955136e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP405","TEMP397",78.9655063992
"98",NA,2.01587642100259e-314,2.01583990955136e-314,2.0158397119251e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP397","TEMP405",78.9654346373
"99",NA,2.01587647040915e-314,2.01583986014479e-314,2.01583966251853e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP398","TEMP404",82.6679507507
"100",NA,2.01587651981571e-314,2.01583966251853e-314,2.01583986014479e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP404","TEMP398",82.6679254834
"101",NA,2.01587656922228e-314,2.01583961311197e-314,2.01583981073823e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP403","TEMP401",85.6089640843
"102",NA,2.01587661862884e-314,2.01583981073823e-314,2.01583961311197e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP401","TEMP403",85.6088919166
"103",NA,2.01587666803541e-314,2.01583981073823e-314,2.01584005777105e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP401","TEMP400",56.9164387828
